纬度,经度,名称,数量
38.7917,-83.5441,Adams,0
41.6124,-81.3859,Lake,0
40.4717,-80.9217,Jefferson,0
38.8498,-82.9085,Scioto,0
40.6363,-82.9694,Marion,0
39.8078,-82.9837,Franklin,0
41.1491,-81.361,Portage,0
40.2601,-82.788,Delaware,0
40.5302,-81.4805,Tuscarawas,0
41.2452,-83.2839,Seneca,0
40.9066,-84.2993,Putnam,0
40.4237,-83.8846,Logan,0
40.829,-81.444,Stark,0
40.4473,-80.8599,Jefferson,0
40.68,-82.5795,Richland,0
38.8783,-82.9934,Scioto,0
41.6895,-81.3361,Lake,0
41.4439,-80.5887,Trumbull,0
41.4122,-81.4121,Cuyahoga,0
39.7329,-83.4764,Madison,0
41.2037,-84.1674,Henry,0
41.8562,-80.9492,Ashtabula,0
41.9277,-80.5685,Ashtabula,0
41.5831,-83.5692,Wood,0
38.6902,-83.6053,Adams,0
39.4967,-82.671,Hocking,0
39.8472,-82.1221,Muskingum,0
40.7106,-83.568,Hardin,0
41.8805,-80.7984,Ashtabula,0
39.4509,-84.096,Warren,0
40.8328,-83.9739,Allen,0
41.0193,-84.3037,Putnam,0
41.4199,-81.6038,Cuyahoga,0
40.6214,-83.4696,Hardin,0
40.5628,-81.8011,Holmes,0
40.8903,-81.5891,Stark,0
39.4617,-82.3563,Hocking,0
39.1584,-84.3111,Hamilton,0
39.9985,-84.7931,Darke,0
41.3917,-82.4428,Erie,0
40.789,-81.2837,Stark,0
39.6199,-82.09,Perry,0
39.8536,-83.962,Clark,0
39.2667,-82.7904,Ross,0
39.0876,-81.9226,Meigs,0
39.6983,-84.2458,Montgomery,0
40.9484,-80.659,Mahoning,0
41.0095,-81.6038,Summit,0
41.2675,-83.2513,Sandusky,0
39.286,-84.5259,Hamilton,0
41.6655,-81.4428,Lake,0
40.287,-83.0749,Delaware,0
41.2889,-84.553,Defiance,0
40.4471,-82.2606,Knox,0
39.7836,-84.122,Montgomery,0
40.5076,-81.6409,Tuscarawas,0
41.2452,-80.8787,Trumbull,0
40.7978,-81.468,Stark,0
40.8281,-80.8962,Columbiana,0
39.0087,-83.8008,Brown,0
40.6637,-81.3628,Stark,0
39.3353,-84.4034,Butler,0
39.5635,-81.3942,Washington,0
40.6513,-84.146,Auglaize,62
40.784,-81.5256,Stark,0
40.3242,-84.569,Darke,0
40.6333,-80.5677,Columbiana,0
41.4203,-82.116,Lorain,0
40.6639,-80.6133,Columbiana,0
41.415,-81.919,Cuyahoga,0
38.5319,-82.6777,Lawrence,0
41.3657,-81.9043,Cuyahoga,0
39.152,-83.4849,Highland,0
39.2145,-84.3886,Hamilton,0
40.4965,-81.9828,Holmes,0
39.2406,-84.598,Hamilton,0
39.6633,-81.1746,Monroe,0
39.853,-81.6589,Guernsey,0
41.1613,-81.2421,Portage,0
40.2685,-83.2088,Delaware,0
39.5612,-84.2348,Warren,0
41.6684,-83.6432,Lucas,0
41.5903,-80.8456,Ashtabula,0
40.5958,-82.113,Holmes,0
40.5067,-81.7849,Holmes,0
41.0737,-81.9047,Medina,0
39.5223,-81.4146,Washington,0
41.4422,-81.4294,Cuyahoga,0
39.2259,-82.0385,Athens,0
40.6177,-81.6948,Holmes,0
39.3769,-81.3932,Washington,0
41.051,-80.592,Mahoning,0
39.6695,-82.861,Pickaway,0
41.0261,-83.1051,Seneca,0
41.6026,-83.3419,Ottawa,0
41.6029,-84.2043,Fulton,0
39.3656,-82.1343,Athens,0
40.9664,-81.8441,Wayne,0
40.762,-81.1936,Stark,0
39.1874,-84.4468,Hamilton,0
39.562,-83.9655,Clinton,0
40.2276,-83.3594,Union,0
39.1815,-82.6313,Jackson,0
41.46,-81.4798,Cuyahoga,0
41.2396,-81.3456,Portage,0
40.8787,-82.1085,Wayne,0
39.6626,-82.1363,Perry,0
39.434,-82.095,Athens,0
40.4443,-81.7019,Tuscarawas,0
40.2723,-80.927,Harrison,0
41.107,-83.7889,Hancock,0
40.0708,-80.7607,Belmont,0
40.7465,-84.7924,Van Wert,0
40.0376,-81.4443,Guernsey,0
40.0431,-84.2193,Miami,0
39.4345,-84.4758,Butler,0
39.8936,-83.4375,Madison,0
41.2401,-82.1181,Lorain,0
41.4851,-81.9315,Cuyahoga,0
41.7637,-81.143,Lake,0
40.3852,-83.1459,Delaware,0
40.9317,-81.4648,Summit,0
40.3123,-82.5091,Knox,0
40.3323,-82.9592,Delaware,0
41.3806,-84.5211,Defiance,0
39.3393,-82.9937,Ross,0
40.6447,-83.6099,Hardin,0
39.2284,-84.5297,Hamilton,0
39.5384,-83.4276,Fayette,0
41.244,-82.7019,Huron,0
40.8054,-82.9719,Crawford,0
40.8416,-82.0989,Wayne,0
41.0042,-83.7927,Hancock,0
38.7325,-83.8346,Brown,0
41.0178,-84.5853,Paulding,0
39.1949,-83.4703,Highland,0
40.9981,-82.9221,Seneca,0
40.5551,-84.5629,Mercer,0
41.4022,-82.2303,Lorain,0
39.1172,-82.5375,Jackson,0
39.916,-83.9432,Clark,0
41.3515,-82.2394,Lorain,0
39.5032,-84.3659,Butler,0
41.5162,-84.3034,Fulton,0
41.6359,-84.4941,Williams,0
40.768,-83.8252,Hardin,0
39.3778,-82.271,Athens,0
39.1215,-81.7476,Meigs,0
41.4349,-81.7498,Cuyahoga,0
41.2378,-81.552,Summit,0
39.4195,-81.8157,Washington,0
39.8643,-84.3071,Montgomery,0
39.8565,-84.7922,Preble,0
39.5023,-82.0842,Athens,0
38.9901,-84.2099,Clermont,0
40.6847,-80.5624,Columbiana,0
41.6343,-81.468,Lake,0
41.4241,-83.0466,Sandusky,0
41.5323,-84.2231,Fulton,0
38.9619,-84.2779,Clermont,0
41.3696,-81.8642,Cuyahoga,0
39.8317,-81.5748,Noble,0
40.4519,-81.2094,Carroll,0
39.7249,-82.6049,Fairfield,0
40.4943,-84.3164,Auglaize,0
41.0187,-83.9219,Putnam,0
39.9304,-83.7961,Clark,0
39.3914,-84.7425,Butler,0
41.4801,-81.4619,Cuyahoga,0
39.2531,-84.5943,Hamilton,0
41.1584,-81.6368,Summit,0
40.6896,-81.1816,Carroll,0
40.1499,-82.6881,Licking,0
39.4056,-84.4516,Butler,0
39.0265,-84.2333,Clermont,0
41.3147,-81.499,Summit,0
40.9969,-82.6673,Huron,0
41.0306,-82.6814,Huron,0
39.3264,-84.7147,Butler,0
40.9439,-80.7915,Mahoning,0
39.9016,-83.086,Franklin,0
41.435,-81.6562,Cuyahoga,0
39.099,-84.258,Clermont,0
40.5583,-82.8632,Morrow,0
39.8431,-84.2797,Montgomery,0
39.2277,-84.4564,Hamilton,0
38.7987,-82.7649,Scioto,0
39.5808,-84.3201,Warren,0
41.301,-83.4717,Wood,0
39.6955,-83.1139,Pickaway,0
38.4976,-82.6423,Lawrence,0
39.9642,-84.1861,Miami,0
41.3851,-82.0194,Lorain,0
41.353,-83.1143,Sandusky,0
39.0723,-83.8392,Highland,0
39.2123,-84.3001,Clermont,0
39.2723,-84.1913,Warren,0
39.6956,-84.1495,Montgomery,0
41.4178,-81.668,Cuyahoga,0
40.8417,-81.6347,Stark,0
39.4862,-82.0808,Athens,0
39.7312,-84.0627,Greene,0
39.9081,-80.9348,Belmont,0
40.0909,-82.9174,Franklin,0
39.9651,-80.9043,Belmont,0
40.0348,-83.1547,Franklin,0
41.4642,-80.8684,Trumbull,0
41.4096,-83.4587,Wood,0
39.6484,-84.5286,Preble,0
41.5123,-83.143,Ottawa,0
40.3234,-81.3084,Tuscarawas,0
39.1878,-83.4901,Highland,0
41.2493,-84.1292,Henry,0
39.2701,-84.5692,Hamilton,0
38.79,-83.9673,Brown,0
40.6025,-83.9733,Auglaize,0
40.8442,-83.0947,Crawford,0
40.2762,-81.5949,Tuscarawas,0
41.0991,-82.1231,Medina,0
41.3142,-81.5393,Summit,0
41.7004,-84.0718,Fulton,0
39.9517,-83.1421,Franklin,0
40.7848,-83.6988,Hardin,0
39.5676,-81.5812,Washington,0
39.997,-82.7521,Licking,0
39.5938,-83.5874,Fayette,0
39.2117,-83.8844,Brown,0
41.2075,-83.9056,Henry,0
40.1759,-80.7996,Jefferson,0
40.8082,-81.3678,Stark,0
40.4329,-80.772,Jefferson,0
40.8366,-81.2646,Stark,0
39.4948,-84.2903,Warren,0
41.267,-80.7958,Trumbull,0
41.6362,-81.3193,Lake,0
41.646,-81.4084,Lake,0
39.9859,-82.9852,Franklin,0
41.1877,-80.7531,Trumbull,0
39.7373,-81.9154,Morgan,0
39.2273,-84.1958,Clermont,0
39.7217,-82.2998,Perry,0
39.1373,-84.2358,Clermont,0
40.7868,-84.1995,Allen,0
39.9905,-81.9982,Muskingum,0
39.2679,-84.2731,Hamilton,0
40.7384,-83.2502,Wyandot,0
40.4273,-81.1874,Harrison,0
41.3832,-81.6067,Cuyahoga,0
39.3536,-83.3883,Highland,0
41.2281,-84.0355,Henry,0
41.3067,-84.3869,Defiance,0
41.3772,-83.65,Wood,0
39.019,-84.1997,Clermont,0
39.4459,-84.683,Butler,0
41.5475,-83.2802,Ottawa,0
40.2695,-82.3545,Knox,0
39.5546,-83.2593,Pickaway,0
39.2042,-82.8122,Ross,0
39.4319,-84.5399,Butler,0
40.4612,-83.6711,Logan,0
39.0956,-84.2483,Clermont,0
40.122,-82.013,Muskingum,0
40.335,-83.4634,Union,0
41.088,-84.535,Paulding,0
40.8357,-81.0649,Columbiana,0
39.3373,-83.3069,Ross,0
40.0824,-82.2759,Licking,0
40.637,-84.785,Mercer,0
39.5292,-81.5068,Washington,0
38.8962,-82.5691,Jackson,0
41.1692,-80.666,Trumbull,0
39.5386,-82.4063,Hocking,0
39.1551,-84.6359,Hamilton,0
40.7852,-84.4559,Van Wert,0
39.2492,-84.2788,Clermont,0
41.3162,-82.0776,Lorain,0
41.0315,-80.7672,Mahoning,0
41.2464,-81.8198,Medina,0
40.2715,-80.7772,Jefferson,0
39.424,-81.4465,Washington,0
40.554,-83.9531,Auglaize,0
39.3418,-83.552,Highland,0
39.1726,-81.8466,Meigs,0
39.5058,-84.744,Butler,0
40.9179,-84.7053,Van Wert,0
41.4507,-81.5191,Cuyahoga,0
40.9669,-82.3661,Ashland,0
40.5676,-84.1917,Auglaize,0
40.9449,-82.2147,Ashland,0
40.9944,-83.2547,Wyandot,0
39.2174,-84.5517,Hamilton,0
41.7384,-80.769,Ashtabula,0
40.0648,-82.5025,Licking,0
41.1548,-83.9412,Putnam,0
39.2241,-84.4332,Hamilton,0
39.3146,-84.6599,Butler,0
40.8578,-81.9257,Wayne,0
40.6689,-82.9102,Marion,0
39.2927,-84.5756,Hamilton,0
39.4467,-83.3594,Fayette,0
40.2472,-82.8659,Delaware,0
41.4036,-81.8219,Cuyahoga,0
39.9366,-82.4344,Licking,0
40.3681,-81.0031,Harrison,0
39.8653,-83.933,Clark,0
40.6926,-83.786,Hardin,0
41.5334,-80.5331,Ashtabula,0
39.0813,-84.1765,Clermont,0
38.9948,-82.0643,Meigs,0
41.2407,-83.6438,Wood,0
39.4016,-81.9549,Athens,0
41.6786,-84.727,Williams,0
40.578,-83.3821,Marion,0
40.5558,-84.0796,Auglaize,0
39.7996,-83.8948,Greene,0
40.8587,-82.1557,Ashland,0
41.3195,-81.6782,Cuyahoga,0
39.7867,-83.7085,Clark,0
41.6728,-84.3283,Fulton,0
41.5753,-84.0048,Fulton,0
40.8814,-84.1458,Putnam,0
41.2665,-82.3039,Lorain,0
41.0204,-84.035,Putnam,0
39.3328,-84.4633,Butler,0
40.4348,-84.3778,Auglaize,0
39.5489,-81.7944,Morgan,0
40.0505,-84.346,Miami,0
38.5126,-82.3093,Lawrence,0
41.4509,-83.3639,Sandusky,0
40.9693,-82.6016,Richland,0
41.2191,-84.6018,Paulding,0
40.8559,-84.4463,Van Wert,0
40.498,-82.8937,Morrow,0
41.5017,-83.7365,Lucas,0
40.5532,-82.8279,Morrow,0
40.1528,-80.7079,Belmont,0
40.6733,-84.5175,Mercer,0
39.292,-84.206,Warren,0
41.8784,-80.7461,Ashtabula,0
40.4084,-80.947,Harrison,0
41.2808,-82.0368,Lorain,0
40.3934,-81.4006,Tuscarawas,0
39.7382,-84.2931,Montgomery,0
39.314,-84.1992,Warren,0
39.7117,-84.0233,Greene,0
41.4436,-84.0078,Henry,0
40.0241,-82.4412,Licking,0
40.7589,-83.95,Allen,0
40.6914,-83.2098,Marion,0
39.1159,-83.7191,Highland,0
40.1814,-80.8868,Harrison,0
39.4016,-83.9828,Clinton,0
40.9699,-81.6958,Wayne,0
40.0501,-84.7445,Darke,0
41.1716,-83.5534,Wood,0
40.16,-83.1355,Delaware,0
40.3244,-80.6174,Jefferson,0
39.1295,-83.1982,Pike,0
41.3919,-81.5358,Cuyahoga,0
40.4537,-83.4555,Union,0
40.8301,-83.2719,Wyandot,0
40.1112,-83.1451,Franklin,0
40.8764,-81.172,Stark,0
40.1203,-81.3584,Guernsey,0
39.7506,-84.6342,Preble,0
40.7259,-81.513,Stark,0
41.6366,-80.8249,Ashtabula,0
40.3451,-81.8682,Coshocton,0
41.4524,-81.9295,Cuyahoga,0
39.7765,-80.8646,Monroe,0
40.5933,-83.1237,Marion,0
40.9143,-81.0468,Mahoning,0
40.7992,-81.7038,Wayne,0
41.3912,-82.5626,Erie,0
41.1246,-82.3058,Lorain,0
39.7989,-82.7036,Fairfield,0
40.0271,-83.0703,Franklin,0
39.2749,-84.3265,Hamilton,0
40.6021,-84.0864,Auglaize,0
41.2354,-81.9357,Medina,0
41.5351,-83.5669,Wood,0
41.6556,-83.4326,Lucas,0
39.3478,-84.7675,Butler,0
40.4385,-84.0405,Shelby,0
40.6207,-80.8345,Columbiana,0
40.0673,-80.7473,Belmont,0
41.3237,-84.2004,Henry,0
39.17,-84.281,Clermont,0
41.6695,-84.6516,Williams,0
40.4629,-82.8281,Morrow,0
39.5009,-84.4608,Butler,0
39.629,-82.2343,Perry,0
39.3023,-84.4083,Butler,0
41.1594,-81.4605,Summit,0
41.2386,-80.5558,Trumbull,0
40.5837,-83.3125,Marion,0
40.2892,-84.1666,Shelby,0
40.0176,-80.7469,Belmont,0
41.468,-82.825,Erie,0
41.3049,-82.9785,Sandusky,0
39.7659,-84.1097,Montgomery,0
39.9448,-84.0256,Clark,0
41.5562,-84.7694,Williams,0
38.9627,-84.0847,Clermont,0
40.3441,-84.3698,Shelby,0
41.0278,-84.079,Putnam,0
40.7495,-81.04,Columbiana,0
39.7878,-84.7602,Preble,0
39.3884,-84.4538,Butler,0
41.4802,-81.4108,Cuyahoga,0
39.2797,-84.3524,Hamilton,0
41.5501,-81.4369,Cuyahoga,0
39.1855,-84.4889,Hamilton,0
40.9492,-82.3571,Ashland,0
39.4975,-84.669,Butler,0
39.1432,-84.3971,Hamilton,0
40.4586,-84.1781,Shelby,0
41.1101,-81.6723,Summit,0
39.2466,-84.5795,Hamilton,0
40.9049,-80.8491,Columbiana,0
41.3269,-83.1368,Sandusky,0
41.387,-81.1423,Geauga,0
40.4005,-81.3515,Tuscarawas,0
41.5108,-84.5079,Williams,0
41.6934,-83.4447,Lucas,0
40.744,-81.7467,Wayne,0
39.9843,-81.7924,Muskingum,0
39.5811,-83.7235,Greene,0
41.4327,-81.5289,Cuyahoga,0
41.4308,-82.896,Sandusky,0
40.3305,-84.0925,Shelby,0
39.2362,-84.5234,Hamilton,0
41.2419,-83.1515,Seneca,0
41.7419,-81.2847,Lake,0
39.1578,-84.6138,Hamilton,0
40.9337,-84.3387,Putnam,0
39.2705,-84.458,Hamilton,0
40.1842,-80.6911,Jefferson,0
40.9525,-81.5839,Summit,0
40.1503,-84.2437,Miami,0
39.8519,-81.0961,Monroe,0
41.5803,-81.2081,Geauga,0
39.2245,-82.1977,Athens,0
39.7134,-83.2734,Madison,0
41.1424,-84.5824,Paulding,0
39.7059,-82.4296,Fairfield,0
40.7389,-81.3668,Stark,0
40.5335,-83.5202,Hardin,0
39.0406,-83.7518,Highland,0
39.9311,-84.6247,Darke,0
40.1215,-81.7649,Muskingum,0
39.8113,-82.8157,Fairfield,0
38.664,-83.3791,Adams,0
39.9995,-83.6228,Clark,0
40.1043,-80.9757,Belmont,0
39.9677,-84.7082,Darke,0
38.5962,-82.4932,Lawrence,0
40.09,-82.6119,Licking,0
39.1412,-84.506,Hamilton,0
41.1951,-82.4116,Huron,0
40.3386,-83.6779,Logan,0
41.403,-83.243,Sandusky,0
40.028,-81.041,Belmont,0
39.4338,-83.019,Ross,0
39.2623,-83.4449,Highland,0
41.0887,-84.4201,Paulding,0
41.4759,-81.503,Cuyahoga,0
41.5376,-83.6412,Wood,0
39.2276,-84.5663,Hamilton,0
39.6551,-82.466,Hocking,0
41.71,-83.7082,Lucas,0
38.86,-84.2281,Clermont,0
41.3523,-83.1522,Sandusky,0
39.2106,-84.6741,Hamilton,0
40.6018,-81.361,Tuscarawas,0
39.2401,-83.7883,Highland,0
39.2253,-83.1671,Ross,0
40.1073,-80.8412,Belmont,0
39.1431,-84.378,Hamilton,0
40.2342,-84.4083,Shelby,0
41.0634,-82.8874,Seneca,0
39.3017,-84.0903,Warren,0
39.162,-84.8038,Hamilton,0
40.0794,-83.637,Champaign,0
39.3068,-83.9105,Clinton,0
40.1088,-83.7541,Champaign,0
41.1385,-81.4344,Summit,0
40.3957,-84.3787,Auglaize,0
40.6466,-81.3671,Tuscarawas,0
38.8186,-82.1934,Gallia,0
41.1644,-80.7419,Trumbull,0
38.9689,-81.9124,Meigs,0
40.262,-81.8482,Coshocton,0
41.046,-83.638,Hancock,0
39.6894,-84.69,Preble,0
41.457,-84.1441,Henry,0
41.4711,-84.5489,Williams,0
39.6723,-84.2522,Montgomery,0
39.9586,-84.3262,Miami,0
39.5537,-84.295,Warren,0
40.6584,-82.3144,Ashland,0
38.9001,-82.4457,Gallia,0
39.9981,-84.3392,Miami,0
39.2023,-83.8146,Highland,0
39.9867,-83.8785,Clark,0
39.769,-82.0956,Perry,0
39.9872,-84.4878,Darke,0
41.3404,-83.2922,Sandusky,0
39.6592,-81.4739,Noble,0
39.4739,-81.468,Washington,0
39.9697,-81.2973,Guernsey,0
41.1593,-80.5682,Trumbull,0
40.509,-83.7453,Logan,0
39.9043,-84.6752,Preble,0
41.2843,-81.0933,Portage,0
39.5103,-82.1215,Athens,0
40.2222,-84.4832,Darke,0
39.8548,-81.1493,Monroe,0
40.8037,-82.1965,Ashland,0
41.3061,-82.0114,Lorain,0
39.0465,-83.1638,Pike,0
39.1975,-84.2511,Clermont,0
40.9646,-80.5597,Mahoning,0
40.2563,-83.7586,Logan,0
41.2944,-84.7648,Defiance,0
39.764,-83.2068,Pickaway,0
38.4375,-82.3818,Lawrence,0
39.6515,-81.8639,Morgan,0
41.7492,-80.5684,Ashtabula,0
41.3865,-81.7637,Cuyahoga,0
40.989,-84.5837,Van Wert,0
40.3356,-82.0017,Coshocton,0
40.629,-81.9234,Holmes,0
40.7135,-81.599,Stark,0
40.6506,-81.4555,Tuscarawas,0
39.4902,-83.6336,Clinton,0
40.9605,-82.8548,Crawford,0
39.6867,-81.661,Morgan,0
41.0797,-84.7272,Paulding,0
39.1047,-84.3307,Hamilton,0
41.619,-83.7078,Lucas,0
39.1505,-84.7398,Hamilton,0
39.0657,-84.384,Hamilton,0
39.6665,-81.2434,Monroe,0
39.9716,-80.7511,Belmont,0
41.5318,-81.5795,Cuyahoga,0
38.8618,-82.8552,Scioto,0
41.3095,-82.7018,Erie,0
40.3972,-81.3275,Tuscarawas,0
40.5665,-81.3607,Tuscarawas,0
40.4875,-83.9266,Logan,0
38.9436,-83.654,Adams,0
40.4093,-82.3276,Knox,0
38.6617,-82.6599,Lawrence,0
39.8929,-82.4141,Perry,0
41.3831,-84.6305,Defiance,0
40.8392,-80.5467,Columbiana,0
39.8064,-82.2995,Perry,0
40.8995,-83.7271,Hancock,0
39.5705,-82.9471,Pickaway,0
40.399,-81.0882,Harrison,0
41.6604,-80.8543,Ashtabula,0
41.2037,-81.3472,Portage,0
40.9697,-82.1078,Wayne,0
40.1721,-80.6973,Jefferson,0
41.0547,-84.301,Putnam,0
41.2375,-81.0373,Portage,0
40.9483,-81.4757,Summit,0
40.0689,-81.8826,Muskingum,0
40.8188,-83.1312,Wyandot,0
39.1921,-84.7246,Hamilton,0
39.9049,-82.8655,Franklin,0
39.9924,-84.5543,Darke,0
41.3603,-81.9026,Cuyahoga,0
40.6007,-81.5295,Tuscarawas,0
38.6581,-82.4735,Lawrence,0
40.3594,-81.4293,Tuscarawas,0
41.0318,-82.5198,Huron,0
41.448,-82.8419,Erie,0
40.6531,-81.2917,Stark,0
39.8982,-82.539,Fairfield,0
40.486,-81.4402,Tuscarawas,0
39.2462,-84.2933,Clermont,0
40.9619,-81.3342,Stark,0
39.5523,-83.7856,Clinton,0
41.5648,-83.4255,Wood,0
40.7835,-82.7455,Crawford,0
40.0105,-80.8814,Belmont,0
40.5124,-83.569,Hardin,0
39.9515,-82.2168,Licking,0
39.6315,-81.3376,Noble,0
39.1964,-84.2893,Hamilton,0
39.7723,-83.0626,Pickaway,0
41.1684,-80.8589,Trumbull,0
39.9293,-83.6134,Clark,0
40.4834,-84.6316,Mercer,0
41.5214,-83.7968,Lucas,0
41.6775,-84.5534,Williams,0
40.2335,-82.441,Licking,0
41.9189,-80.6724,Ashtabula,0
39.2434,-84.4568,Hamilton,0
39.8689,-84.3292,Montgomery,0
41.4497,-84.7496,Williams,0
39.0248,-84.2755,Clermont,0
39.4908,-81.8667,Morgan,0
39.7124,-81.2765,Monroe,0
38.865,-83.1886,Scioto,0
39.8608,-81.9099,Muskingum,0
39.456,-82.2219,Athens,0
39.8001,-81.8915,Muskingum,0
39.7969,-81.3355,Noble,0
40.0109,-82.7159,Licking,0
41.5365,-80.8595,Ashtabula,0
41.3769,-82.9414,Sandusky,0
40.7927,-80.536,Columbiana,0
40.4367,-84.4936,Mercer,0
41.471,-83.2915,Ottawa,0
39.3017,-84.5493,Hamilton,0
39.8597,-81.0689,Monroe,0
39.965,-82.9342,Franklin,0
41.6178,-84.5388,Williams,0
40.624,-84.2604,Auglaize,0
40.8912,-83.8887,Allen,0
39.2587,-84.6338,Hamilton,0
40.3762,-84.0258,Shelby,0
41.3761,-82.1063,Lorain,0
40.1984,-83.0102,Delaware,0
40.0565,-82.2182,Licking,0
39.9183,-82.4791,Fairfield,0
41.1464,-84.2194,Putnam,0
41.4363,-81.5222,Cuyahoga,0
40.4098,-82.9516,Delaware,0
40.919,-84.0595,Putnam,0
41.4409,-82.184,Lorain,0
41.3462,-82.5213,Erie,0
40.9881,-80.6634,Mahoning,0
41.5816,-84.5971,Williams,0
41.0989,-81.6446,Summit,0
40.6134,-81.4233,Tuscarawas,0
40.1014,-80.7252,Belmont,0
39.2811,-82.395,Vinton,0
39.6135,-83.6106,Fayette,0
41.4211,-83.741,Wood,0
40.762,-80.6987,Columbiana,0
41.3138,-81.7451,Cuyahoga,0
39.1688,-84.7149,Hamilton,0
41.0519,-82.7233,Huron,0
40.6683,-81.2598,Stark,0
40.4777,-82.6818,Morrow,0
41.1023,-81.4216,Summit,0
39.4647,-82.7456,Ross,0
39.6384,-84.0865,Greene,0
39.6567,-81.8466,Morgan,0
41.6073,-81.0504,Geauga,0
40.8166,-81.9337,Wayne,0
39.472,-82.7374,Hocking,0
40.6747,-82.8403,Morrow,0
41.6646,-84.4347,Williams,0
40.6031,-84.4916,Mercer,0
39.2726,-82.6068,Vinton,0
38.9234,-83.2425,Scioto,0
39.9169,-81.5205,Guernsey,0
39.9033,-81.5438,Guernsey,0
41.2683,-80.5691,Trumbull,0
40.8722,-82.8765,Crawford,0
39.8097,-82.5223,Fairfield,0
41.4703,-81.8526,Cuyahoga,0
39.2651,-82.9668,Ross,0
41.0287,-81.7324,Medina,0
40.0778,-82.9422,Franklin,0
41.1711,-83.6072,Wood,0
40.0164,-81.0727,Belmont,0
41.5518,-81.4691,Cuyahoga,0
41.1052,-84.001,Putnam,0
40.8653,-84.5873,Van Wert,0
41.4945,-82.016,Lorain,0
41.0334,-80.6671,Mahoning,0
40.6469,-80.5998,Columbiana,0
41.186,-80.7178,Trumbull,0
39.1187,-84.2862,Clermont,0
39.6827,-83.9414,Greene,0
39.9035,-84.6265,Preble,0
40.848,-80.619,Columbiana,0
41.2355,-82.8591,Seneca,0
41.7135,-81.365,Lake,0
38.7812,-82.9664,Scioto,0
39.3912,-84.7022,Butler,0
38.8344,-83.0584,Scioto,0
40.1417,-84.1119,Miami,0
41.4708,-81.1456,Geauga,0
40.7409,-84.1121,Allen,0
41.0941,-81.3483,Portage,0
38.7516,-82.9351,Scioto,0
40.8786,-80.7623,Columbiana,0
40.699,-83.9795,Allen,0
40.032,-80.8171,Belmont,0
40.7823,-83.5261,Hardin,0
39.9948,-81.7379,Muskingum,0
40.0805,-83.0255,Franklin,0
38.8156,-83.7038,Brown,0
41.4604,-81.0734,Geauga,0
39.8625,-80.8098,Belmont,0
39.8587,-82.8976,Franklin,0
39.2787,-84.1119,Warren,0
40.1996,-84.7943,Darke,0
41.6689,-84.1522,Fulton,0
40.6042,-80.655,Columbiana,0
39.502,-82.2427,Hocking,0
39.2171,-84.7095,Hamilton,0
39.9362,-81.6704,Guernsey,0
39.6063,-82.2046,Perry,0
39.2067,-84.3745,Hamilton,0
40.1845,-80.9948,Harrison,0
39.3256,-83.6937,Clinton,0
39.2669,-84.5191,Hamilton,0
41.378,-81.6385,Cuyahoga,0
41.3606,-81.4728,Cuyahoga,0
39.1241,-84.3514,Hamilton,0
39.7631,-81.1168,Monroe,0
39.4934,-84.3363,Butler,0
39.9735,-81.5459,Guernsey,0
40.7045,-81.579,Stark,0
39.744,-84.3943,Montgomery,0
40.2951,-84.3692,Shelby,0
40.984,-81.1483,Stark,0
40.6771,-81.8693,Wayne,0
39.6374,-84.6445,Preble,0
40.9196,-80.9963,Mahoning,0
40.3412,-83.4121,Union,0
39.8387,-83.2891,Madison,0
40.3943,-82.6995,Morrow,0
41.3118,-81.345,Portage,0
40.2644,-80.998,Harrison,0
40.6915,-84.6502,Mercer,0
40.2387,-82.6924,Licking,0
40.069,-80.781,Belmont,0
40.7079,-84.3526,Allen,0
39.0628,-84.2808,Clermont,0
40.1508,-81.5758,Guernsey,0
40.6437,-83.3058,Marion,0
41.1887,-80.9702,Trumbull,0
38.7539,-82.9446,Scioto,0
39.4807,-82.3238,Hocking,0
39.628,-82.5455,Fairfield,0
38.7455,-83.6103,Adams,0
39.7162,-82.9928,Pickaway,0
39.0319,-82.8252,Pike,0
39.2308,-84.7442,Hamilton,0
39.9173,-82.8319,Franklin,0
39.9012,-81.1368,Belmont,0
41.1167,-83.18,Seneca,0
41.2846,-83.8438,Wood,0
40.7655,-82.5276,Richland,0
39.2909,-84.476,Hamilton,0
39.6325,-84.3645,Montgomery,0
40.4584,-80.6074,Jefferson,0
40.0528,-84.1285,Miami,0
40.4892,-84.5497,Mercer,0
41.161,-82.2268,Lorain,0
39.1922,-84.6593,Hamilton,0
39.3845,-84.3736,Butler,0
40.5255,-80.6315,Jefferson,0
41.2483,-80.7444,Trumbull,0
39.3617,-84.6961,Butler,0
40.2851,-82.2837,Knox,0
39.5634,-84.6396,Butler,0
38.9578,-82.8574,Pike,0
41.2966,-83.664,Wood,0
40.9063,-82.769,Crawford,0
39.745,-84.5361,Preble,0
40.788,-83.643,Hardin,0
40.3163,-83.6759,Logan,0
40.4424,-83.8044,Logan,0
41.1388,-83.6493,Hancock,0
39.084,-84.2252,Clermont,0
41.2083,-80.5378,Trumbull,0
40.9736,-81.4045,Stark,0
39.1242,-84.1366,Clermont,0
41.3813,-82.4659,Erie,0
40.337,-84.6436,Darke,0
41.5326,-81.1157,Geauga,0
41.4525,-83.4839,Wood,0
39.8595,-84.113,Montgomery,0
