经度,纬度,名称,数量
38.3806,-82.7006,Boyd,0
37.7712,-82.7579,Johnson,0
37.4779,-84.3344,Rockcastle,0
38.5938,-83.3211,Lewis,0
37.4095,-84.738,Lincoln,0
37.462,-84.6333,Lincoln,0
37.3582,-82.9252,Knott,0
38.3234,-85.5236,Oldham,0
38.2701,-85.6816,Jefferson,0
36.8826,-83.8785,Knox,0
37.0934,-86.0486,Barren,0
37.335,-82.9819,Knott,0
37.9868,-83.3649,Morgan,0
37.772,-83.4613,Wolfe,0
38.3637,-85.1779,Henry,0
37.7084,-86.5189,Breckinridge,0
37.8416,-82.4223,Martin,0
38.2166,-85.3514,Shelby,0
39.0753,-84.7386,Boone,0
37.6023,-83.6085,Lee,0
37.6871,-83.9502,Estill,0
38.9996,-84.6795,Boone,0
37.9492,-84.3641,Fayette,0
37.8401,-86.2444,Breckinridge,0
38.2834,-85.5939,Jefferson,0
38.4873,-85.4753,Oldham,0
37.1509,-82.667,Letcher,0
37.7403,-87.7063,Henderson,0
37.4809,-85.325,Marion,0
38.9949,-84.6017,Kenton,0
38.2253,-84.5481,Scott,0
36.817,-87.4322,Christian,0
37.1634,-86.8817,Butler,0
37.9745,-86.1107,Meade,0
38.9141,-84.4103,Campbell,0
38.2934,-83.6588,Fleming,0
37.6973,-83.5271,Wolfe,0
38.2147,-85.6143,Jefferson,0
36.6599,-87.6583,Christian,0
38.9978,-84.4854,Kenton,0
37.2212,-88.4481,Livingston,0
37.4433,-87.1474,McLean,0
38.2684,-84.503,Scott,0
36.8772,-86.4165,Warren,0
37.4337,-88.2452,Crittenden,0
39.0691,-84.5312,Kenton,0
37.4743,-83.6802,Owsley,113
36.6634,-89.0673,Hickman,0
38.5495,-82.7788,Greenup,0
36.7753,-87.358,Christian,0
38.2689,-85.5364,Jefferson,0
36.6948,-88.2784,Calloway,0
38.2793,-85.6296,Jefferson,0
37.0198,-86.3824,Warren,0
37.0717,-84.748,Pulaski,0
37.6017,-85.9055,Hardin,0
38.6075,-83.1834,Lewis,0
39.0434,-84.5741,Kenton,0
38.2864,-85.5855,Jefferson,0
38.429,-83.1207,Carter,0
38.9951,-84.4649,Kenton,0
37.9879,-84.968,Anderson,0
38.4593,-82.6449,Boyd,0
36.8003,-88.7928,Graves,0
36.6578,-84.9758,Wayne,0
37.7544,-84.7632,Mercer,0
38.055,-85.6793,Bullitt,0
37.341,-87.5033,Hopkins,0
36.6906,-85.1353,Clinton,0
38.0647,-83.9473,Montgomery,0
37.7356,-82.7662,Floyd,0
38.5136,-82.6963,Greenup,0
38.117,-85.3722,Spencer,0
38.5873,-84.8236,Owen,0
36.7393,-84.1645,Whitley,0
37.3623,-87.22,Muhlenberg,0
39.0998,-84.6933,Boone,0
37.3342,-82.8733,Knott,0
37.5441,-86.1514,Grayson,0
38.437,-84.3083,Harrison,0
38.1926,-85.1072,Shelby,0
37.5465,-87.9878,Union,0
38.4073,-83.8919,Fleming,0
38.5817,-84.1566,Bracken,0
37.5673,-86.73,Ohio,0
39.1011,-84.4776,Campbell,0
38.4278,-83.8618,Fleming,0
37.7384,-86.2547,Breckinridge,0
38.4718,-84.947,Owen,0
38.9206,-84.6249,Boone,0
37.9165,-84.9233,Mercer,0
38.2877,-85.5679,Jefferson,0
37.0289,-88.3593,Marshall,0
38.5169,-83.8452,Mason,0
38.2825,-85.5784,Jefferson,0
38.2831,-85.6615,Jefferson,0
36.8745,-84.4955,McCreary,0
39.0656,-84.5951,Kenton,0
37.3255,-83.9622,Jackson,0
37.4684,-82.8288,Floyd,0
38.7217,-82.9818,Greenup,0
36.8283,-83.4519,Harlan,0
38.4236,-83.7371,Fleming,0
38.5348,-83.9573,Mason,0
37.7459,-83.0646,Magoffin,0
37.0784,-85.6944,Metcalfe,0
37.162,-83.3779,Leslie,0
37.7992,-86.1522,Breckinridge,0
39.0404,-84.3995,Campbell,0
38.9622,-84.3861,Campbell,0
38.0331,-84.9031,Anderson,0
36.667,-83.6941,Bell,0
37.2535,-85.7896,Hart,0
37.8965,-85.7136,Bullitt,0
37.9122,-85.314,Nelson,0
36.7493,-86.1966,Allen,0
37.4303,-83.9869,Jackson,0
38.6159,-83.8085,Mason,0
36.6401,-85.796,Monroe,0
37.534,-82.0999,Pike,0
38.2796,-85.5842,Jefferson,0
36.6987,-88.3953,Calloway,0
36.8734,-86.353,Warren,0
36.9423,-86.4892,Warren,0
38.2208,-85.6778,Jefferson,0
37.0773,-83.3916,Leslie,0
36.9953,-87.1478,Todd,0
37.9955,-86.1766,Meade,0
37.2598,-85.4966,Green,0
39.091,-84.4729,Campbell,0
38.5762,-84.5852,Grant,0
37.8693,-82.5399,Martin,0
36.8319,-85.5053,Cumberland,0
37.3418,-82.3735,Pike,0
38.2393,-85.5288,Jefferson,0
37.762,-83.8316,Estill,0
37.0284,-88.3104,Marshall,0
37.6183,-87.3921,McLean,0
36.607,-89.0362,Hickman,0
38.4587,-83.186,Carter,0
38.3033,-83.1696,Carter,0
37.2518,-87.0903,Muhlenberg,0
37.4503,-86.3905,Grayson,0
37.1209,-84.0804,Laurel,0
38.9512,-84.5492,Kenton,0
37.139,-82.9812,Letcher,0
38.2113,-85.7381,Jefferson,0
37.134,-83.0768,Perry,0
38.5238,-85.2167,Henry,0
37.5259,-86.6875,Ohio,0
37.6177,-82.1704,Pike,0
37.3726,-85.1966,Taylor,0
37.2359,-86.2944,Edmonson,0
37.3887,-88.017,Crittenden,0
37.8175,-85.455,Nelson,0
38.3095,-85.527,Jefferson,0
37.5995,-82.8907,Floyd,0
37.6265,-85.4277,Marion,0
38.0427,-85.5553,Bullitt,0
37.4808,-82.5261,Pike,0
38.1315,-83.0993,Elliott,0
37.1952,-86.2691,Edmonson,0
37.4254,-82.4929,Pike,0
37.9851,-85.9557,Hardin,0
38.3105,-85.4895,Oldham,0
36.8867,-85.8472,Barren,0
36.8569,-83.2426,Harlan,0
37.3709,-86.2453,Grayson,0
37.7387,-85.5063,Nelson,0
37.921,-84.8615,Mercer,0
38.0272,-82.8413,Lawrence,0
38.5553,-85.0802,Henry,0
38.3609,-83.6744,Fleming,0
37.4184,-82.8782,Knott,0
37.7033,-85.8771,Hardin,0
37.7553,-87.5327,Henderson,0
37.6766,-87.5333,Henderson,0
38.9356,-84.3072,Campbell,0
37.5212,-83.7663,Lee,0
37.5278,-86.4744,Grayson,0
37.9162,-83.5785,Menifee,0
37.2121,-87.1764,Muhlenberg,0
36.6867,-87.9186,Trigg,0
37.932,-85.3839,Nelson,0
37.7098,-84.613,Garrard,0
37.3665,-83.768,Owsley,0
37.1451,-82.9591,Letcher,0
37.2583,-83.1977,Perry,0
38.3855,-84.2995,Harrison,0
37.3367,-87.8792,Crittenden,0
36.7238,-84.4731,McCreary,0
38.197,-85.8136,Jefferson,0
37.3754,-87.5782,Hopkins,0
37.5368,-82.6332,Floyd,0
39.1127,-84.4639,Campbell,0
37.2653,-88.241,Livingston,0
36.637,-85.5091,Monroe,0
37.5373,-82.5581,Pike,0
39.0553,-84.5788,Kenton,0
37.8928,-86.2219,Meade,0
38.195,-85.6678,Jefferson,0
38.0929,-83.1241,Elliott,0
36.874,-89.0091,Carlisle,0
36.5688,-88.8108,Graves,0
38.347,-85.6103,Jefferson,0
38.4197,-82.6021,Boyd,0
37.3981,-88.3754,Livingston,0
37.7762,-87.3753,Henderson,0
36.5484,-88.1548,Calloway,0
36.8393,-86.895,Logan,0
38.194,-84.051,Bourbon,0
37.6392,-87.6446,Webster,0
38.2448,-84.0585,Bourbon,0
38.2662,-83.2071,Carter,0
36.8432,-83.3184,Harlan,0
36.7158,-86.5585,Simpson,0
36.6929,-84.6077,McCreary,0
39.0633,-84.4716,Campbell,0
36.8253,-86.0191,Barren,0
38.0184,-83.2713,Morgan,0
36.7906,-85.3675,Cumberland,0
37.6718,-83.8969,Estill,0
38.4062,-83.038,Carter,0
38.1904,-83.8235,Bath,0
36.6146,-88.3204,Calloway,0
39.0626,-84.709,Boone,0
38.4934,-83.7752,Mason,0
36.7198,-86.2928,Allen,0
37.5903,-84.2897,Madison,0
37.5843,-83.7065,Lee,0
38.4637,-84.7772,Owen,0
38.9893,-84.6469,Boone,0
37.1604,-88.1846,Crittenden,0
37.6152,-84.5817,Garrard,0
38.2495,-85.6382,Jefferson,0
38.1079,-82.6133,Lawrence,0
38.1405,-83.5414,Rowan,0
38.2201,-85.5907,Jefferson,0
37.6512,-86.2766,Breckinridge,0
38.2231,-85.6357,Jefferson,0
37.2962,-87.128,Muhlenberg,0
37.4701,-82.9066,Knott,0
38.027,-82.9724,Lawrence,0
37.6248,-86.0189,Hardin,0
37.1829,-83.1482,Perry,0
38.9792,-84.8249,Boone,0
38.4562,-82.6978,Boyd,0
37.6006,-84.9497,Boyle,0
37.3323,-82.5824,Pike,0
36.6517,-86.2614,Allen,0
37.6921,-85.2193,Washington,0
37.1953,-82.7047,Letcher,0
37.3517,-88.1989,Crittenden,0
38.5727,-82.8302,Greenup,0
37.1881,-87.551,Hopkins,0
37.1835,-86.6353,Butler,0
37.7999,-83.4173,Wolfe,0
37.8717,-84.925,Mercer,0
36.5055,-88.3253,Calloway,0
37.4126,-85.1286,Taylor,0
38.1184,-85.7201,Jefferson,0
36.8421,-86.53,Warren,0
37.8624,-86.9914,Daviess,0
37.6796,-82.764,Floyd,0
38.6709,-83.0871,Lewis,0
36.7238,-85.9561,Monroe,0
38.734,-85.0612,Carroll,0
36.7981,-85.9705,Barren,0
37.3578,-84.3431,Rockcastle,0
37.316,-82.358,Pike,0
38.7122,-85.3741,Trimble,0
39.0245,-84.4155,Campbell,0
37.2176,-87.0493,Muhlenberg,0
36.6957,-84.4769,McCreary,0
38.2367,-85.55,Jefferson,0
37.5349,-84.6606,Lincoln,0
37.7862,-82.7935,Johnson,0
38.6455,-83.7911,Mason,0
38.2809,-85.6616,Jefferson,0
37.0884,-87.8447,Caldwell,0
39.0319,-84.3708,Campbell,0
37.4241,-86.4906,Grayson,0
38.8684,-84.4561,Kenton,0
38.6028,-84.3988,Pendleton,0
38.2289,-85.6159,Jefferson,0
37.1714,-87.0364,Muhlenberg,0
36.9872,-86.9502,Logan,0
38.7563,-83.8845,Mason,0
38.4334,-85.1689,Henry,0
39.0801,-84.5628,Kenton,0
37.6592,-85.5885,Nelson,0
36.9273,-83.6194,Knox,0
37.8117,-84.9197,Mercer,0
38.6876,-83.0471,Lewis,0
38.238,-85.5891,Jefferson,0
37.6869,-87.8884,Union,0
38.251,-85.591,Jefferson,0
37.2773,-83.301,Perry,0
37.298,-84.2157,Rockcastle,0
37.6253,-82.7277,Floyd,0
36.5376,-88.5006,Graves,0
37.966,-83.832,Montgomery,0
37.0468,-86.2506,Warren,0
38.7773,-84.9044,Gallatin,0
