经度,纬度,年份,数目,地名,药物
-83.4045,36.8155,2012,48,"Harlan, Kentucky",Methadone
-84.2366,38.5426,2012,8,"Harrison, Kentucky",Heroin
-84.2366,38.5426,2012,1,"Harrison, Kentucky",Methadone
-78.8735,38.4362,2012,1,"Harrisonburg (city), Virginia",Oxycodone
-85.7672,37.2903,2012,8,"Hart, Kentucky",Hydrocodone
-77.4322,37.6274,2012,5,"Henrico, Virginia",Codeine
-77.4322,37.6274,2012,4,"Henrico, Virginia",Oxymorphone
-85.3036,38.4623,2012,3,"Henry, Kentucky",Hydrocodone
-85.3036,38.4623,2012,1,"Henry, Kentucky",Oxycodone
-79.7872,36.6871,2012,2,"Henry, Virginia",Fentanyl
-79.7872,36.6871,2012,1,"Henry, Virginia",Morphine
-82.5993,39.4187,2012,3,"Hocking, Ohio",Buprenorphine
-81.9164,40.5533,2012,14,"Holmes, Ohio",Oxycodone
-81.9164,40.5533,2012,2,"Holmes, Ohio",Oxymorphone
-87.6885,37.1737,2012,40,"Hopkins, Kentucky",Hydrocodone
-87.6885,37.1737,2012,21,"Hopkins, Kentucky",Oxycodone
-78.1697,40.3821,2012,5,"Huntingdon, Pennsylvania",Oxycodone
-82.4915,41.2508,2012,17,"Huron, Ohio",Hydrocodone
-82.4915,41.2508,2012,33,"Huron, Ohio",Oxycodone
-79.1646,40.6783,2012,5,"Indiana, Pennsylvania",Hydrocodone
-79.1646,40.6783,2012,2,"Indiana, Pennsylvania",Tramadol
-82.6108,39.1117,2012,59,"Jackson, Ohio",Heroin
-82.6108,39.1117,2012,1,"Jackson, Ohio",Propoxyphene
-81.8235,38.8656,2012,4,"Jackson, West Virginia",Hydrocodone
-76.8041,37.3799,2012,2,"James City, Virginia",Codeine
-85.6333,38.2907,2012,1,"Jefferson, Kentucky",Fentanyl
-85.6333,38.2907,2012,11,"Jefferson, Kentucky",Hydromorphone
-85.6333,38.2907,2012,36,"Jefferson, Kentucky",Tramadol
-80.652,40.3653,2012,4,"Jefferson, Ohio",Hydrocodone
-80.652,40.3653,2012,11,"Jefferson, Ohio",Oxycodone
-78.8765,40.9702,2012,6,"Jefferson, Pennsylvania",Buprenorphine
-77.7517,39.3242,2012,11,"Jefferson, West Virginia",Oxycodone
-77.7517,39.3242,2012,1,"Jefferson, West Virginia",Oxymorphone
-84.6545,37.8787,2012,3,"Jessamine, Kentucky",Buprenorphine
-77.114,40.6868,2012,1,"Juniata, Pennsylvania",Fentanyl
-77.114,40.6868,2012,1,"Juniata, Pennsylvania",Morphine
-81.3502,38.486,2012,133,"Kanawha, West Virginia",Heroin
-84.5675,39.0338,2012,11,"Kenton, Kentucky",Morphine
-84.5675,39.0338,2012,5,"Kenton, Kentucky",Tramadol
-78.6333,37.494,2012,2,"Buckingham, Virginia",Buprenorphine
-83.0941,37.4957,2012,21,"Knott, Kentucky",Hydrocodone
-83.0941,37.4957,2012,3,"Knott, Kentucky",Tramadol
-83.7598,36.8353,2012,35,"Knox, Kentucky",Hydrocodone
-83.7598,36.8353,2012,2,"Knox, Kentucky",Tramadol
-81.469,41.6072,2012,25,"Lake, Ohio",Buprenorphine
-84.161,37.0037,2012,3,"Laurel, Kentucky",Morphine
-84.161,37.0037,2012,5,"Laurel, Kentucky",Tramadol
-82.4488,38.4298,2012,2,"Lawrence, Ohio",Hydromorphone
-80.2625,40.8618,2012,1,"Lawrence, Pennsylvania",Codeine
-76.448,40.337,2012,2,"Lebanon, Pennsylvania",Hydromorphone
-83.6085,37.6023,2012,2,"Lee, Kentucky",Heroin
-75.5072,40.6666,2012,1,"Lehigh, Pennsylvania",Mitragynine
-82.4129,39.9595,2012,279,"Licking, Ohio",Heroin
-82.4129,39.9595,2012,1,"Licking, Ohio",Propoxyphene
-88.3589,37.2456,2012,3,"Livingston, Kentucky",Hydrocodone
-88.3589,37.2456,2012,3,"Livingston, Kentucky",Oxycodone
-81.9923,37.805,2012,83,"Logan, West Virginia",Oxycodone
-81.9923,37.805,2012,16,"Logan, West Virginia",Oxymorphone
-81.9157,41.3128,2012,15,"Lorain, Ohio",Oxycodone
-81.9157,41.3128,2012,3,"Lorain, Ohio",Oxymorphone
-77.4712,39.0302,2012,65,"Loudoun, Virginia",Heroin
-77.9061,38.0068,2012,4,"Louisa, Virginia",Hydrocodone
-77.9061,38.0068,2012,1,"Louisa, Virginia",Tramadol
-83.582,41.6639,2012,5,"Lucas, Ohio",Hydromorphone
-83.582,41.6639,2012,3,"Lucas, Ohio",Tramadol
-75.8214,41.3338,2012,435,"Luzerne, Pennsylvania",Heroin
-76.9455,41.3265,2012,2,"Lycoming, Pennsylvania",Buprenorphine
-84.2928,37.724,2012,1,"Madison, Kentucky",Hydromorphone
-84.2928,37.724,2012,12,"Madison, Kentucky",Methadone
-83.2993,39.9487,2012,55,"Madison, Ohio",Oxycodone
-83.2993,39.9487,2012,4,"Madison, Ohio",Oxymorphone
-83.1516,37.7015,2012,1,"Magoffin, Kentucky",Hydrocodone
-81.0231,40.9207,2012,68,"Mahoning, Ohio",Hydrocodone
-81.0231,40.9207,2012,94,"Mahoning, Ohio",Oxycodone
-77.4448,38.7717,2012,1,"Manassas Park (city), Virginia",Oxycodone
-85.2625,37.5156,2012,9,"Marion, Kentucky",Oxycodone
-80.1696,39.5013,2012,1,"Marion, West Virginia",Dextropropoxyphene
-80.1696,39.5013,2012,2,"Marion, West Virginia",Morphine
-88.4656,36.867,2012,2,"Marshall, Kentucky",Oxycodone
-88.4656,36.867,2012,1,"Marshall, Kentucky",Oxymorphone
-80.7335,39.9854,2012,3,"Marshall, West Virginia",Morphine
-80.7335,39.9854,2012,1,"Marshall, West Virginia",Oxymorphone
-82.4223,37.8416,2012,3,"Martin, Kentucky",Hydrocodone
-83.9191,38.7054,2012,11,"Mason, Kentucky",Buprenorphine
-76.2883,37.4984,2012,7,"Mathews, Virginia",Morphine
-82.5446,39.8426,2012,1,"Fairfield, Ohio",Codeine
-77.6661,38.6355,2012,54,"Fauquier, Virginia",Heroin
-77.6661,38.6355,2012,1,"Fauquier, Virginia",Propoxyphene
-84.5255,38.1059,2012,7,"Fayette, Kentucky",Morphine
-79.5872,40.0903,2012,2,"Fayette, Pennsylvania",Codeine
-83.6341,38.2126,2012,1,"Fleming, Kentucky",Morphine
-82.7994,37.451,2012,19,"Floyd, Kentucky",Hydrocodone
-82.7994,37.451,2012,5,"Floyd, Kentucky",Tramadol
-80.2045,37.0379,2012,2,"Floyd, Virginia",Hydrocodone
-78.1638,37.7533,2012,4,"Fluvanna, Virginia",Methadone
-84.8955,38.3228,2012,11,"Franklin, Kentucky",Hydrocodone
-83.0703,39.8665,2012,20,"Franklin, Ohio",Morphine
-77.515,39.7243,2012,1,"Franklin, Pennsylvania",Codeine
-77.515,39.7243,2012,4,"Franklin, Pennsylvania",Methadone
-78.3319,39.264,2012,65,"Frederick, Virginia",Heroin
-77.4871,38.2992,2012,1,"Fredericksburg (city), Virginia",Heroin
-88.9353,36.5767,2012,1,"Fulton, Kentucky",Buprenorphine
-83.9053,41.7113,2012,6,"Fulton, Ohio",Hydrocodone
-82.1463,38.8862,2012,1,"Gallia, Ohio",Fentanyl
-84.4094,37.6167,2012,7,"Garrard, Kentucky",Hydrocodone
-81.0591,41.3722,2012,1,"Geauga, Ohio",Codeine
-80.8576,37.373,2012,8,"Giles, Virginia",Heroin
-76.4402,37.2801,2012,5,"Gloucester, Virginia",Methadone
-84.5966,38.7326,2012,2,"Grant, Kentucky",Buprenorphine
-88.5692,36.5603,2012,1,"Graves, Kentucky",Methadone
-86.226,37.4937,2012,22,"Grayson, Kentucky",Morphine
-82.6911,38.4949,2012,2,"Greenup, Kentucky",Morphine
-79.9986,39.9476,2012,9,"Greene, Pennsylvania",Heroin
-78.4417,38.2504,2012,1,"Greene, Virginia",Hydromorphone
-82.6911,38.4949,2012,84,"Greenup, Kentucky",Oxycodone
-81.5868,40.0221,2012,4,"Guernsey, Ohio",Morphine
-78.7284,36.839,2012,4,"Halifax, Virginia",Buprenorphine
-84.763,39.1864,2012,15,"Hamilton, Ohio",Codeine
-84.763,39.1864,2012,4,"Hamilton, Ohio",Methorphan
-78.5228,39.3732,2012,1,"Hampshire, West Virginia",Methadone
-85.9358,37.8193,2012,5,"Hardin, Kentucky",Morphine
-83.5114,40.8064,2012,14,"Hardin, Ohio",Hydrocodone
-78.8661,38.8779,2012,9,"Hardy, West Virginia",Heroin
-78.8661,38.8779,2012,2,"Hardy, West Virginia",Methadone
-83.4045,36.8155,2012,1,"Harlan, Kentucky",Codeine
-83.4045,36.8155,2012,157,"Harlan, Kentucky",Oxycodone
-83.4045,36.8155,2012,4,"Harlan, Kentucky",Oxymorphone
-84.2366,38.5426,2012,38,"Harrison, Kentucky",Oxycodone
-80.2989,39.3923,2012,17,"Harrison, West Virginia",Buprenorphine
-78.8735,38.4362,2012,20,"Harrisonburg (city), Virginia",Heroin
-85.7672,37.2903,2012,1,"Hart, Kentucky",Methadone
-87.3542,37.8512,2012,3,"Henderson, Kentucky",Heroin
-77.4322,37.6274,2012,181,"Henrico, Virginia",Heroin
-77.4322,37.6274,2012,7,"Henrico, Virginia",Methadone
-89.102,36.7596,2012,1,"Hickman, Kentucky",Hydrocodone
-81.9164,40.5533,2012,1,"Holmes, Ohio",Heroin
-81.9164,40.5533,2012,1,"Holmes, Ohio",Methadone
-87.6885,37.1737,2012,2,"Hopkins, Kentucky",Hydromorphone
-87.6885,37.1737,2012,2,"Hopkins, Kentucky",Methadone
-78.1697,40.3821,2012,53,"Huntingdon, Pennsylvania",Heroin
-76.8308,36.866,2012,1,"Isle of Wight, Virginia",Buprenorphine
-82.6108,39.1117,2012,50,"Jackson, Ohio",Oxycodone
-82.6108,39.1117,2012,17,"Jackson, Ohio",Oxymorphone
-81.8235,38.8656,2012,1,"Jackson, West Virginia",Hydromorphone
-76.8041,37.3799,2012,4,"James City, Virginia",Hydrocodone
-76.8041,37.3799,2012,1,"James City, Virginia",Methadone
-85.6333,38.2907,2012,7,"Jefferson, Kentucky",Methorphan
-80.652,40.3653,2012,1,"Jefferson, Ohio",Methadone
-78.8765,40.9702,2012,3,"Jefferson, Pennsylvania",Morphine
-84.6545,37.8787,2012,2,"Jessamine, Kentucky",Morphine
-84.6545,37.8787,2012,13,"Jessamine, Kentucky",Tramadol
-77.114,40.6868,2012,6,"Juniata, Pennsylvania",Buprenorphine
-81.3502,38.486,2012,153,"Kanawha, West Virginia",Oxycodone
-81.3502,38.486,2012,29,"Kanawha, West Virginia",Oxymorphone
-84.5675,39.0338,2012,11,"Kenton, Kentucky",Buprenorphine
-78.6333,37.494,2012,1,"Buckingham, Virginia",Oxycodone
-78.6333,37.494,2012,23,"Buckingham, Virginia",Oxycodone
-83.7598,36.8353,2012,1,"Knox, Kentucky",Hydromorphone
-82.5049,40.5342,2012,2,"Knox, Ohio",Buprenorphine
-81.469,41.6072,2012,1,"Lake, Ohio",Fentanyl
-81.469,41.6072,2012,8,"Lake, Ohio",Morphine
-76.3275,39.832,2012,8,"Lancaster, Pennsylvania",Buprenorphine
-82.6735,37.9459,2012,6,"Lawrence, Kentucky",Hydrocodone
-80.2625,40.8618,2012,38,"Lawrence, Pennsylvania",Heroin
-80.2625,40.8618,2012,7,"Lawrence, Pennsylvania",Hydrocodone
-80.2625,40.8618,2012,42,"Lawrence, Pennsylvania",Oxycodone
-80.2625,40.8618,2012,1,"Lawrence, Pennsylvania",Oxymorphone
-76.448,40.337,2012,3,"Lebanon, Pennsylvania",Tramadol
-83.1152,36.6871,2012,1,"Lee, Virginia",Oxymorphone
-75.5072,40.6666,2012,1,"Lehigh, Pennsylvania",Methadone
-83.3907,36.954,2012,10,"Leslie, Kentucky",Hydrocodone
-82.7493,37.1638,2012,1,"Letcher, Kentucky",Codeine
-83.2524,38.354,2012,3,"Lewis, Kentucky",Heroin
-83.2524,38.354,2012,24,"Lewis, Kentucky",Oxycodone
-80.6551,39.0393,2012,2,"Lewis, West Virginia",Hydrocodone
-82.4129,39.9595,2012,2,"Licking, Ohio",Codeine
-82.4129,39.9595,2012,117,"Licking, Ohio",Oxycodone
-82.4129,39.9595,2012,2,"Licking, Ohio",Oxymorphone
-84.7579,37.453,2012,3,"Lincoln, Kentucky",Hydrocodone
-83.5444,40.4007,2012,1,"Logan, Ohio",Morphine
-81.9923,37.805,2012,14,"Logan, West Virginia",Heroin
-81.9157,41.3128,2012,11,"Lorain, Ohio",Heroin
-77.4712,39.0302,2012,2,"Loudoun, Virginia",Codeine
-77.4712,39.0302,2012,6,"Loudoun, Virginia",Methorphan
-77.4712,39.0302,2012,8,"Loudoun, Virginia",Oxymorphone
-78.1283,36.9608,2012,5,"Lunenburg, Virginia",Hydrocodone
-84.5255,38.1059,2012,300,"Fayette, Kentucky",Oxycodone
-84.5255,38.1059,2012,10,"Fayette, Kentucky",Oxymorphone
-83.5564,39.6522,2012,29,"Fayette, Ohio",Heroin
-83.5564,39.6522,2012,1,"Fayette, Ohio",Methadone
-83.6341,38.2126,2012,14,"Fleming, Kentucky",Hydrocodone
-83.6341,38.2126,2012,4,"Fleming, Kentucky",Tramadol
-82.7994,37.451,2012,4,"Floyd, Kentucky",Morphine
-80.2045,37.0379,2012,1,"Floyd, Virginia",Buprenorphine
-83.0703,39.8665,2012,2,"Franklin, Ohio",Hydromorphone
-79.9917,36.8293,2012,4,"Franklin, Virginia",Oxymorphone
-79.9917,36.8293,2012,1,"Franklin, Virginia",Tramadol
-83.9053,41.7113,2012,17,"Fulton, Ohio",Heroin
-83.9053,41.7113,2012,1,"Fulton, Ohio",Propoxyphene
-77.9958,39.932,2012,3,"Fulton, Pennsylvania",Heroin
-84.4094,37.6167,2012,18,"Garrard, Kentucky",Oxycodone
-81.0591,41.3722,2012,4,"Geauga, Ohio",Hydrocodone
-80.8576,37.373,2012,18,"Giles, Virginia",Hydrocodone
-76.4402,37.2801,2012,1,"Gloucester, Virginia",Morphine
-84.5966,38.7326,2012,8,"Grant, Kentucky",Morphine
-86.226,37.4937,2012,3,"Grayson, Kentucky",Oxycodone
-86.226,37.4937,2012,1,"Grayson, Kentucky",Oxymorphone
-80.4715,37.7503,2012,14,"Greenbrier, West Virginia",Oxycodone
-80.4715,37.7503,2012,8,"Greenbrier, West Virginia",Oxymorphone
-77.4689,36.816,2012,1,"Greensville, Virginia",Hydrocodone
-81.5868,40.0221,2012,2,"Guernsey, Ohio",Hydromorphone
-78.7284,36.839,2012,5,"Halifax, Virginia",Hydromorphone
-77.3706,37.7668,2012,1,"Hanover, Virginia",Hydromorphone
-85.9358,37.8193,2012,1,"Hardin, Kentucky",Fentanyl
-85.9358,37.8193,2012,61,"Hardin, Kentucky",Hydrocodone
-85.9358,37.8193,2012,3,"Hardin, Kentucky",Tramadol
-78.8661,38.8779,2012,2,"Hardy, West Virginia",Hydromorphone
-80.2989,39.3923,2012,150,"Harrison, West Virginia",Heroin
-85.7672,37.2903,2012,1,"Hart, Kentucky",Meperidine
-77.4322,37.6274,2012,7,"Henrico, Virginia",Hydromorphone
-85.3036,38.4623,2012,1,"Henry, Kentucky",Oxymorphone
-83.9415,41.371,2012,1,"Henry, Ohio",Oxycodone
-79.7872,36.6871,2012,26,"Henry, Virginia",Hydrocodone
-79.7872,36.6871,2012,2,"Henry, Virginia",Tramadol
-79.6403,38.3237,2012,1,"Highland, Virginia",Oxycodone
-82.5993,39.4187,2012,1,"Hocking, Ohio",Hydrocodone
-82.4915,41.2508,2012,106,"Huron, Ohio",Heroin
-76.8308,36.866,2012,17,"Isle of Wight, Virginia",Heroin
-76.8308,36.866,2012,2,"Isle of Wight, Virginia",Methadone
-82.6108,39.1117,2012,8,"Jackson, Ohio",Buprenorphine
-82.6108,39.1117,2012,1,"Jackson, Ohio",Codeine
-82.6108,39.1117,2012,15,"Jackson, Ohio",Hydrocodone
-85.6333,38.2907,2012,214,"Jefferson, Kentucky",Oxycodone
-85.6333,38.2907,2012,146,"Jefferson, Kentucky",Oxymorphone
-85.6333,38.2907,2012,1,"Jefferson, Kentucky",Pentazocine
-80.652,40.3653,2012,3,"Jefferson, Ohio",Buprenorphine
-80.652,40.3653,2012,4,"Jefferson, Ohio",Morphine
-84.6545,37.8787,2012,12,"Jessamine, Kentucky",Hydrocodone
-82.8382,37.8806,2012,1,"Johnson, Kentucky",Methadone
-84.5675,39.0338,2012,9,"Kenton, Kentucky",Methadone
-78.6333,37.494,2012,2,"Buckingham, Virginia",Hydrocodone
-82.5049,40.5342,2012,34,"Knox, Ohio",Heroin
-75.666,41.4846,2012,374,"Lackawanna, Pennsylvania",Heroin
-84.161,37.0037,2012,14,"Laurel, Kentucky",Buprenorphine
-84.161,37.0037,2012,42,"Laurel, Kentucky",Hydrocodone
-83.6085,37.6023,2012,5,"Lee, Kentucky",Methadone
-83.1152,36.6871,2012,43,"Lee, Virginia",Buprenorphine
-83.1152,36.6871,2012,37,"Lee, Virginia",Hydrocodone
-83.1152,36.6871,2012,7,"Lee, Virginia",Morphine
-83.3907,36.954,2012,2,"Leslie, Kentucky",Buprenorphine
-83.3907,36.954,2012,2,"Leslie, Kentucky",Codeine
-83.3907,36.954,2012,1,"Leslie, Kentucky",Morphine
-82.7493,37.1638,2012,25,"Letcher, Kentucky",Oxycodone
-80.6551,39.0393,2012,2,"Lewis, West Virginia",Hydromorphone
-82.4129,39.9595,2012,2,"Licking, Ohio",Hydromorphone
-83.5444,40.4007,2012,1,"Logan, Ohio",Oxymorphone
-81.9923,37.805,2012,2,"Logan, West Virginia",Buprenorphine
-81.9923,37.805,2012,36,"Logan, West Virginia",Hydrocodone
-81.9157,41.3128,2012,3,"Lorain, Ohio",Hydrocodone
-81.9157,41.3128,2012,2,"Lorain, Ohio",Morphine
-77.4712,39.0302,2012,56,"Loudoun, Virginia",Oxycodone
-77.9061,38.0068,2012,2,"Louisa, Virginia",Fentanyl
-77.9061,38.0068,2012,15,"Louisa, Virginia",Heroin
-77.9061,38.0068,2012,9,"Louisa, Virginia",Methadone
-83.582,41.6639,2012,209,"Lucas, Ohio",Oxycodone
-83.582,41.6639,2012,29,"Lucas, Ohio",Oxymorphone
-78.1283,36.9608,2012,3,"Lunenburg, Virginia",Hydromorphone
-75.8214,41.3338,2012,17,"Luzerne, Pennsylvania",Oxycodone
-88.0769,37.0759,2012,3,"Lyon, Kentucky",Tramadol
-83.2993,39.9487,2012,4,"Madison, Ohio",Buprenorphine
-83.2993,39.9487,2012,3,"Madison, Ohio",Codeine
-83.2993,39.9487,2012,13,"Madison, Ohio",Morphine
-78.3261,38.4879,2012,3,"Madison, Virginia",Methadone
-81.0231,40.9207,2012,1,"Mahoning, Ohio",Fentanyl
-81.0231,40.9207,2012,336,"Mahoning, Ohio",Heroin
-85.2625,37.5156,2012,1,"Marion, Kentucky",Methadone
-83.2077,40.5321,2012,12,"Marion, Ohio",Oxycodone
-83.2077,40.5321,2012,1,"Marion, Ohio",Oxymorphone
-76.2883,37.4984,2012,3,"Mathews, Virginia",Methadone
-88.612,36.9728,2012,1,"McCracken, Kentucky",Hydromorphone
-81.3572,37.3675,2012,1,"McDowell, West Virginia",Oxymorphone
-85.9915,37.9366,2012,1,"Meade, Kentucky",Fentanyl
-85.9915,37.9366,2012,4,"Meade, Kentucky",Heroin
-78.3908,36.666,2012,1,"Mecklenburg, Virginia",Fentanyl
-78.3908,36.666,2012,1,"Mecklenburg, Virginia",Heroin
-83.4596,37.9554,2012,6,"Menifee, Kentucky",Oxycodone
-84.9097,37.6965,2012,9,"Mercer, Kentucky",Oxycodone
-79.9917,36.8293,2012,2,"Franklin, Virginia",Morphine
-78.3319,39.264,2012,43,"Frederick, Virginia",Oxycodone
-78.3319,39.264,2012,3,"Frederick, Virginia",Tramadol
-88.9353,36.5767,2012,5,"Fulton, Kentucky",Oxycodone
-88.9353,36.5767,2012,1,"Fulton, Kentucky",Oxymorphone
-84.8239,38.7252,2012,12,"Gallatin, Kentucky",Oxycodone
-84.8239,38.7252,2012,2,"Gallatin, Kentucky",Oxymorphone
-82.1463,38.8862,2012,2,"Gallia, Ohio",Morphine
-81.0591,41.3722,2012,12,"Geauga, Ohio",Heroin
-76.4402,37.2801,2012,31,"Gloucester, Virginia",Oxycodone
-84.5966,38.7326,2012,29,"Grant, Kentucky",Oxycodone
-79.3662,39.2711,2012,3,"Grant, West Virginia",Oxymorphone
-83.7431,39.6598,2012,16,"Greene, Ohio",Oxycodone
-79.9986,39.9476,2012,3,"Greene, Pennsylvania",Hydrocodone
-78.4417,38.2504,2012,1,"Greene, Virginia",Methadone
-77.4689,36.816,2012,1,"Greensville, Virginia",Methadone
-82.6911,38.4949,2012,4,"Greenup, Kentucky",Buprenorphine
-81.5868,40.0221,2012,11,"Guernsey, Ohio",Heroin
-81.5868,40.0221,2012,1,"Guernsey, Ohio",Propoxyphene
-78.7284,36.839,2012,15,"Halifax, Virginia",Oxycodone
-78.7284,36.839,2012,1,"Halifax, Virginia",Tramadol
-84.763,39.1864,2012,305,"Hamilton, Ohio",Oxycodone
-84.763,39.1864,2012,8,"Hamilton, Ohio",Oxymorphone
-78.5228,39.3732,2012,13,"Hampshire, West Virginia",Oxycodone
-83.8235,40.9348,2012,58,"Hancock, Ohio",Heroin
-83.8235,40.9348,2012,51,"Hancock, Ohio",Oxycodone
-77.3706,37.7668,2012,65,"Hanover, Virginia",Heroin
-77.3706,37.7668,2012,4,"Hanover, Virginia",Methadone
-83.5114,40.8064,2012,129,"Hardin, Ohio",Heroin
-83.5114,40.8064,2012,1,"Hardin, Ohio",Propoxyphene
-78.8661,38.8779,2012,1,"Hardy, West Virginia",Hydrocodone
-84.2366,38.5426,2012,1,"Harrison, Kentucky",Buprenorphine
-81.2812,40.2737,2012,4,"Harrison, Ohio",Oxycodone
-85.7672,37.2903,2012,4,"Hart, Kentucky",Oxycodone
-87.3542,37.8512,2012,2,"Henderson, Kentucky",Hydrocodone
-77.4322,37.6274,2012,31,"Henrico, Virginia",Hydrocodone
-77.4322,37.6274,2012,9,"Henrico, Virginia",Tramadol
-85.3036,38.4623,2012,1,"Henry, Kentucky",Hydromorphone
-85.3036,38.4623,2012,4,"Henry, Kentucky",Methadone
-83.3871,39.0747,2012,2,"Highland, Ohio",Buprenorphine
-83.3871,39.0747,2012,1,"Highland, Ohio",Propoxyphene
-81.9164,40.5533,2012,14,"Holmes, Ohio",Hydrocodone
-87.6885,37.1737,2012,2,"Hopkins, Kentucky",Tramadol
-78.1697,40.3821,2012,3,"Huntingdon, Pennsylvania",Hydrocodone
-78.1697,40.3821,2012,1,"Huntingdon, Pennsylvania",Morphine
-82.4915,41.2508,2012,2,"Huron, Ohio",Hydromorphone
-82.4915,41.2508,2012,2,"Huron, Ohio",Methadone
-79.1646,40.6783,2012,6,"Indiana, Pennsylvania",Oxycodone
-79.1646,40.6783,2012,6,"Indiana, Pennsylvania",Oxymorphone
-82.6108,39.1117,2012,3,"Jackson, Ohio",Methadone
-81.8235,38.8656,2012,13,"Jackson, West Virginia",Oxycodone
-76.8041,37.3799,2012,3,"James City, Virginia",Heroin
-76.8041,37.3799,2012,1,"James City, Virginia",Tramadol
-85.6333,38.2907,2012,539,"Jefferson, Kentucky",Hydrocodone
-85.6333,38.2907,2012,28,"Jefferson, Kentucky",Morphine
-80.652,40.3653,2012,4,"Jefferson, Ohio",Oxymorphone
-78.8765,40.9702,2012,36,"Jefferson, Pennsylvania",Heroin
-78.8765,40.9702,2012,1,"Jefferson, Pennsylvania",Propoxyphene
-77.7517,39.3242,2012,17,"Jefferson, West Virginia",Heroin
-84.6545,37.8787,2012,1,"Jessamine, Kentucky",Hydromorphone
-84.6545,37.8787,2012,17,"Jessamine, Kentucky",Methadone
-77.114,40.6868,2012,2,"Juniata, Pennsylvania",Hydrocodone
-84.5675,39.0338,2012,33,"Kenton, Kentucky",Hydrocodone
-84.5675,39.0338,2012,74,"Kenton, Kentucky",Oxycodone
-84.5675,39.0338,2012,1,"Kenton, Kentucky",Oxymorphone
-78.6333,37.494,2012,2,"Buckingham, Virginia",Heroin
-83.7598,36.8353,2012,2,"Knox, Kentucky",Morphine
-75.666,41.4846,2012,11,"Lackawanna, Pennsylvania",Buprenorphine
-76.3275,39.832,2012,1,"Lancaster, Pennsylvania",Oxymorphone
-76.538,37.7301,2012,3,"Lancaster, Virginia",Oxycodone
-85.7353,37.5668,2012,1,"Larue, Kentucky",Oxycodone
-84.161,37.0037,2012,103,"Laurel, Kentucky",Oxycodone
-82.4488,38.4298,2012,1,"Lawrence, Ohio",Buprenorphine
-82.4488,38.4298,2012,11,"Lawrence, Ohio",Hydrocodone
-76.448,40.337,2012,11,"Lebanon, Pennsylvania",Buprenorphine
-76.448,40.337,2012,19,"Lebanon, Pennsylvania",Hydrocodone
-83.6085,37.6023,2012,47,"Lee, Kentucky",Oxycodone
-75.5072,40.6666,2012,1,"Lehigh, Pennsylvania",Tramadol
-83.3907,36.954,2012,4,"Leslie, Kentucky",Methadone
-80.6551,39.0393,2012,1,"Lewis, West Virginia",Heroin
-84.7579,37.453,2012,4,"Lincoln, Kentucky",Heroin
-84.7579,37.453,2012,1,"Lincoln, Kentucky",Methadone
-86.7419,36.95,2012,10,"Logan, Kentucky",Oxycodone
-86.7419,36.95,2012,1,"Logan, Kentucky",Oxymorphone
-77.4712,39.0302,2012,3,"Loudoun, Virginia",Hydromorphone
-77.4712,39.0302,2012,3,"Loudoun, Virginia",Methadone
-77.9061,38.0068,2012,6,"Louisa, Virginia",Hydromorphone
-83.582,41.6639,2012,45,"Lucas, Ohio",Hydrocodone
-83.582,41.6639,2012,17,"Lucas, Ohio",Morphine
-75.8214,41.3338,2012,15,"Luzerne, Pennsylvania",Buprenorphine
-84.2928,37.724,2012,9,"Madison, Kentucky",Heroin
-83.2993,39.9487,2012,65,"Madison, Ohio",Heroin
-83.2993,39.9487,2012,3,"Madison, Ohio",Methadone
-78.3261,38.4879,2012,1,"Madison, Virginia",Hydrocodone
-83.1516,37.7015,2012,28,"Magoffin, Kentucky",Oxycodone
-81.0231,40.9207,2012,7,"Mahoning, Ohio",Codeine
-81.0231,40.9207,2012,2,"Mahoning, Ohio",Hydromorphone
-81.0231,40.9207,2012,10,"Mahoning, Ohio",Morphine
-85.2625,37.5156,2012,3,"Marion, Kentucky",Oxymorphone
-80.7335,39.9854,2012,44,"Marshall, West Virginia",Oxycodone
-80.7335,39.9854,2012,1,"Marshall, West Virginia",Tramadol
-83.9415,41.371,2012,4,"Henry, Ohio",Hydrocodone
-83.3871,39.0747,2012,19,"Highland, Ohio",Oxycodone
-82.4915,41.2508,2012,2,"Huron, Ohio",Tramadol
-76.8308,36.866,2012,3,"Isle of Wight, Virginia",Methorphan
-83.9735,37.5751,2012,25,"Jackson, Kentucky",Hydrocodone
-82.6108,39.1117,2012,5,"Jackson, Ohio",Hydromorphone
-85.6333,38.2907,2012,37,"Jefferson, Kentucky",Buprenorphine
-77.7517,39.3242,2012,2,"Jefferson, West Virginia",Hydrocodone
-77.114,40.6868,2012,5,"Juniata, Pennsylvania",Oxycodone
-81.3502,38.486,2012,1,"Kanawha, West Virginia",Dextropropoxyphene
-84.5675,39.0338,2012,357,"Kenton, Kentucky",Heroin
-78.6333,37.494,2012,12,"Buckingham, Virginia",Hydrocodone
-82.5049,40.5342,2012,3,"Knox, Ohio",Methadone
